system:index,B1,B2,B3,B4,B5,B7,MNDWI,NDVI,analyst,date,dfoID,id,lat,lon,random,strata,validation,.geo
0,310.4897336436514,549.5071114559089,454.0695112490301,2390.8764416860604,1000.8048099301781,416.22017067494176,-0.5793931597328797,0.6250178258689157,PKK,05/24/2018,2586,0,-24.118672590219,-56.39958143234253,0.5081987233753089,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.400824638458815,-24.119766910471224],[-56.398375922220055,-24.119766910471224],[-56.398375922220055,-24.11751762626128],[-56.400824638458815,-24.11751762626128],[-56.400824638458815,-24.119766910471224]]]}"
1,419.38545417138175,772.8081473099478,851.0584816376918,3579.8949182182914,2594.1123855570418,1587.9522168501187,-0.6428095741054184,0.6139567348075702,PKK,05/24/2018,2586,1,-24.922714275918104,-56.05155944824219,0.5548318722542331,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.0527353158688,-24.923759089758153],[-56.05027087480646,-24.923759089758153],[-56.05027087480646,-24.921509805548347],[-56.0527353158688,-24.921509805548347],[-56.0527353158688,-24.923759089758153]]]}"
10,398.9056642425486,707.1048857933016,672.0104476083172,3285.286336167164,2809.6110826590198,1445.7650824541643,-0.6455925769289657,0.6601869147516797,PKK,05/24/2018,2586,10,-25.454977458873007,-56.32771968841553,0.46669212313182895,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.32897265275076,-25.45601089559894],[-56.326497420632464,-25.45601089559894],[-56.326497420632464,-25.453761611389233],[-56.32897265275076,-25.453761611389233],[-56.32897265275076,-25.45601089559894]]]}"
11,375.75385994621007,645.7486801474257,684.795099113458,2298.9205100109584,1888.8065046319364,1002.2548560613604,-0.5612483599050759,0.540689242092425,PKK,05/24/2018,2586,11,-28.50037631941903,-57.20812797546387,0.7884705765941175,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.209355528844426,-28.501299708763927],[-57.206812394264716,-28.501299708763927],[-57.206812394264716,-28.499050424554788],[-57.209355528844426,-28.499050424554788],[-57.209355528844426,-28.501299708763927]]]}"
12,325.3114011057428,633.6148328933609,609.4720326742042,2746.1160531951987,2355.0952831598343,1243.713104547492,-0.6248971124076489,0.6366334972257757,PKK,05/24/2018,2586,12,-28.44212891037046,-56.448869705200195,0.8185080765580283,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.45027841231827,-28.442909215296154],[-56.447736682843754,-28.442909215296154],[-56.447736682843754,-28.440659931087005],[-56.45027841231827,-28.440659931087005],[-56.45027841231827,-28.442909215296154]]]}"
125,428.2477830744786,716.4502537290482,831.4710133784412,441.7864062740276,159.12061100005133,114.28376646675896,0.2397015683785512,-0.3061051460448667,PKK,05/24/2018,2586,125,-25.27302883634888,-55.58215141296387,0.18436532688527085,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-55.58336910851833,-25.274102050564746],[-55.580897599097796,-25.274102050564746],[-55.580897599097796,-25.271852766355003],[-55.58336910851833,-25.271852766355003],[-55.58336910851833,-25.274102050564746]]]}"
126,327.48260761383443,367.53829310773835,326.3822841502862,346.1559094302067,245.3785518785768,200.09007215725308,0.03096463006378703,0.028071223095342702,PKK,05/24/2018,2586,126,-28.51598901036086,-57.98978805541992,0.6637579461509466,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.99089001523791,-28.517020226236014],[-57.988346501643704,-28.517020226236014],[-57.988346501643704,-28.514770942026885],[-57.99089001523791,-28.514770942026885],[-57.99089001523791,-28.517020226236014]]]}"
127,729.8634269579438,959.1369693367029,1017.9919750334377,968.383563679596,742.0678159211377,608.18293951553,0.01179940262635298,-0.04115339998860249,PKK,05/24/2018,2586,127,-29.00108417198767,-56.50062561035156,0.951807417129641,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.501938345427845,-29.002110479660534],[-56.49938298589772,-29.002110479660534],[-56.49938298589772,-28.99986119545149],[-56.501938345427845,-28.99986119545149],[-56.501938345427845,-29.002110479660534]]]}"
128,385.72887412552205,752.2720821380035,691.6566007348129,1157.6064220645223,733.4236750717193,377.63284513563826,-0.006363745401698031,0.03889531731739202,PKK,05/24/2018,2586,128,-27.40659493281766,-56.75889015197754,0.911903004848001,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-56.76018509095853,-27.407600850348484],[-56.75766758847965,-27.407600850348484],[-56.75766758847965,-27.405351566139135],[-56.76018509095853,-27.405351566139135],[-56.76018509095853,-27.407600850348484]]]}"
129,492.5622831279861,906.017752074428,826.8011566507419,287.7010812169979,86.63635906462157,68.81468443550416,0.518913591401698,-0.4847495779813616,PKK,05/24/2018,2586,129,-27.476217268321925,-57.10470199584961,0.1724312951830287,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.10603726855581,-27.477220284867744],[-57.103518177148146,-27.477220284867744],[-57.103518177148146,-27.474971000658414],[-57.10603726855581,-27.474971000658414],[-57.10603726855581,-27.477220284867744]]]}"
13,477.31683021845276,801.6599437842106,754.1188421519801,2781.963509048772,2473.923911435476,1351.122589871296,-0.5461236543103178,0.5664383052566209,PKK,05/24/2018,2586,13,-29.465980090541237,-57.61007308959961,0.32547041091041673,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-57.61136352704329,-29.466988639192344],[-57.60879653770722,-29.466988639192344],[-57.60879653770722,-29.464739354983397],[-57.61136352704329,-29.464739354983397],[-57.61136352704329,-29.466988639192344]]]}"
