system:index,B1,B2,B3,B4,B5,B7,MNDWI,NDVI,analyst,date,dfoID,id,lat,lon,random,strata,validation,.geo
0,742.9061224489802,963.0755326306348,1104.660506840099,1689.5439784705097,2070.670239964118,1538.9245570755782,-0.26894902528672937,0.20719617995507952,CW,06/06/2018,2104,0,37.70786226112981,-121.28047943115234,0.367587293470265,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.28183385997546,37.70678251905821],[-121.27900888823922,37.70678251905821],[-121.27900888823922,37.70903180327851],[-121.28183385997546,37.70903180327851],[-121.28183385997546,37.70678251905821]]]}"
1,578.2625710831505,900.4893655129182,710.4639770742847,3033.207809071778,1738.8950879863874,911.0483589307306,-0.5384201350785819,0.6184098664226778,CW,06/06/2018,2104,1,37.79323632157157,-121.56354904174805,0.2813673465141747,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.56480480182486,37.792122471049424],[-121.56197657019956,37.792122471049424],[-121.56197657019956,37.79437175526974],[-121.56480480182486,37.79437175526974],[-121.56480480182486,37.792122471049424]]]}"
10,608.7903406293366,788.1084105456337,874.8618235531089,1385.453829282486,2438.318786088359,1911.3642630141894,-0.2750198817380868,0.22581141541605068,CW,06/06/2018,2104,10,37.8065289741725,-121.39274597167969,0.24154461620499146,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.39412515542199,37.80559720031118],[-121.39129640781555,37.80559720031118],[-121.39129640781555,37.80784648453151],[-121.39412515542199,37.80784648453151],[-121.39412515542199,37.80559720031118]]]}"
100,529.193482325706,637.6483394176836,620.0593001513669,936.3456059122076,933.0089929658984,577.3260617932509,-0.09741291281555144,0.10909476820404275,CW,06/06/2018,2104,100,38.273901424275735,-121.37918472290039,0.8406771951899522,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.38065946288074,38.27272114805255],[-121.37781261303236,38.27272114805255],[-121.37781261303236,38.274970432273],[-121.38065946288074,38.274970432273],[-121.38065946288074,38.27272114805255]]]}"
101,516.2730650431978,670.6990017458256,655.0576122476384,973.4977841443209,925.3711893997041,617.9962397600607,-0.05295153891744922,0.06931622096161288,CW,06/06/2018,2104,101,37.831344563638474,-121.55462265014648,0.7227814794533132,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.55582237924114,37.83030087062442],[-121.5529926847735,37.83030087062442],[-121.5529926847735,37.83255015484476],[-121.55582237924114,37.83255015484476],[-121.55582237924114,37.83030087062442]]]}"
102,369.37022645048893,416.0999598016881,382.5927017731922,317.9201393541469,168.26789941489122,83.80477019965157,0.2617294781916626,-0.22259935827742944,CW,06/06/2018,2104,102,37.999815097181425,-121.44887924194336,0.9867645109631046,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.45027357163698,37.99873498639655],[-121.44743739028856,37.99873498639655],[-121.44743739028856,38.00098427061693],[-121.45027357163698,38.00098427061693],[-121.45027357163698,37.99873498639655]]]}"
103,562.1877760428283,839.8047289761321,885.9693954940885,661.2982377871962,368.2873968324783,232.23716261432082,0.20024306574308268,-0.22130015242174303,CW,06/06/2018,2104,103,38.042413192515696,-121.49368286132812,0.5422532750629449,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.49519016051158,38.04140496239215],[-121.49235232719776,38.04140496239215],[-121.49235232719776,38.04365424661253],[-121.49519016051158,38.04365424661253],[-121.49519016051158,38.04140496239215]]]}"
104,512.996558813014,668.7871826957455,525.905836610654,1301.1371111905619,869.0980961744722,550.4775652484808,-0.183744481438892,0.31444019174148985,CW,06/06/2018,2104,104,37.92801854175315,-121.33901596069336,0.5870377360390975,1,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.34022856435655,37.92686976366712],[-121.33739515737338,37.92686976366712],[-121.33739515737338,37.92911904788747],[-121.34022856435655,37.92911904788747],[-121.34022856435655,37.92686976366712]]]}"
105,329.10101146325013,435.4879748258032,328.8464823555854,393.85879973027676,30.413621038435604,23.527084738143405,0.049739023459494616,0.0914580210856212,CW,06/06/2018,2104,105,37.532667026219166,-121.09843254089355,0.7071198489102749,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.09992169607337,37.53161103865521],[-121.09710337264978,37.53161103865521],[-121.09710337264978,37.53386032287547],[-121.09992169607337,37.53386032287547],[-121.09992169607337,37.53161103865521]]]}"
106,508.09209879851676,701.2836214212334,659.405422305596,719.9121443566032,415.4071642324354,241.77471079547976,0.1776008873278585,-0.1543359055143665,CW,06/06/2018,2104,106,37.999815097181425,-121.51402473449707,0.5855199615618858,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-121.51540142973576,37.99873498639655],[-121.51256524838735,37.99873498639655],[-121.51256524838735,38.000984270616925],[-121.51540142973576,38.000984270616925],[-121.51540142973576,37.99873498639655]]]}"
