system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,13,0.9741879974187997,0.9112426035502958,111,129,0.9052167523879501,0.91734921816828,7826,1232,
1,MODIS_Otsu,13,0.8520111852011185,0.6604146100691017,5,1371,0.4939091915836102,0.996276991809382,6584,1338,
