system:index,B1,B2,B3,B4,B5,B7,MNDWI,NDVI,analyst,date,dfoID,id,lat,lon,random,strata,validation,.geo
0,718.6063951275221,1073.323258469738,1583.5016368481165,2151.0918157594224,3659.651313285117,2870.503920822233,-0.33292127161812785,0.1528230991711832,SiL,06/15/2018,2780,0,-23.84015449140061,113.8692569732666,0.6043728458586642,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.86810274163663,-23.841289172393658],[113.87054616975745,-23.841289172393658],[113.87054616975745,-23.83903988818366],[113.86810274163663,-23.83903988818366],[113.86810274163663,-23.841289172393658]]]}"
1,595.2528908478087,1113.9494425719463,2130.6323049001803,2846.282914182006,4702.626808400308,4037.805237231006,-0.4374910215781973,0.14398529826150816,SiL,06/15/2018,2780,1,-23.822175067905384,114.38355445861816,0.9638282348955017,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[114.38238841073125,-23.823322866711273],[114.38483150044758,-23.823322866711273],[114.38483150044758,-23.82107358250127],[114.38238841073125,-23.82107358250127],[114.38238841073125,-23.823322866711273]]]}"
10,732.1121600359633,1023.8210271971227,1377.5993481681273,2119.23668240054,3223.187401663295,2303.2577545515837,-0.34858137360989633,0.21220278213958252,SiL,06/15/2018,2780,10,-23.710081273458307,113.77492904663086,0.2492278684366791,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.77378085781265,-23.71103345619633],[113.77622184005725,-23.71103345619633],[113.77622184005725,-23.70878417198631],[113.77378085781265,-23.70878417198631],[113.77378085781265,-23.71103345619633]]]}"
100,20000.0,20000.0,20000.0,5306.848394768136,1022.0362663495844,596.4317776456602,0.5806109698454432,-0.5806109698454432,SiL,06/15/2018,2780,100,-23.73915480753937,113.80651473999023,0.6033503763340317,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.80522161984274,-23.740228702930217],[113.80766314877813,-23.740228702930217],[113.80766314877813,-23.737979418720204],[113.80522161984274,-23.737979418720204],[113.80522161984274,-23.740228702930217]]]}"
101,6962.26574588504,3265.7284386520596,9448.712498052862,3683.5045433303912,1474.662962770653,751.9637572044245,-0.06158515059781216,-0.2359678330322516,SiL,06/15/2018,2780,101,-23.669367439783215,113.83346557617188,0.6061402979978919,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.83217172843796,-23.67060926841096],[113.8346119551758,-23.67060926841096],[113.8346119551758,-23.668359984200933],[113.83217172843796,-23.668359984200933],[113.83217172843796,-23.67060926841096]]]}"
102,8000.472793354102,3374.1844755970915,13463.77689511942,3697.6507788161975,912.5909657320868,567.7662512980265,-0.046644019783594795,-0.4102884575695919,SiL,06/15/2018,2780,102,-23.667323553811976,113.84462356567383,0.6709457189825623,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.84340069041804,-23.668363480200657],[113.84584087523261,-23.668363480200657],[113.84584087523261,-23.666114195990634],[113.84340069041804,-23.666114195990634],[113.84340069041804,-23.668363480200657]]]}"
103,20000.0,18312.03835588037,20000.0,4913.278650287671,992.924428549215,610.341419167574,0.5332314998920581,-0.6060889177911329,SiL,06/15/2018,2780,103,-23.851616054112544,113.7883186340332,0.05226847914749044,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.7872542603965,-23.852518113445157],[113.78969790018975,-23.852518113445157],[113.78969790018975,-23.850268829235166],[113.7872542603965,-23.850268829235166],[113.7872542603965,-23.852518113445157]]]}"
104,20000.0,20000.0,20000.0,5368.747420274822,922.5654135338342,578.1701322271191,0.5768261766651798,-0.5768261766651798,SiL,06/15/2018,2780,104,-23.822410622312642,113.7769889831543,0.27742650899677035,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.77602559394953,-23.823322866711273],[113.77846868366586,-23.823322866711273],[113.77846868366586,-23.82107358250127],[113.77602559394953,-23.82107358250127],[113.77602559394953,-23.823322866711273]]]}"
105,3294.3408348457338,3352.7118485869833,12597.883743842362,3900.3725693544193,1173.3683691988585,682.9978221415605,-0.07584729225718205,-0.3585803406400823,SiL,06/15/2018,2780,105,-23.78848638698005,113.79278182983398,0.0699067763571567,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.79174642772615,-23.789636043556786],[113.79418888383381,-23.789636043556786],[113.79418888383381,-23.787386759346784],[113.79174642772615,-23.787386759346784],[113.79174642772615,-23.789636043556786]]]}"
106,16158.713507907698,3632.5932935787755,20000.0,4047.9512574539813,1286.4148301788964,730.0482240082968,-0.05409186074886716,-0.6633641846839766,SiL,06/15/2018,2780,106,-23.69845004493468,113.83758544921875,0.7876308069535856,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[113.83666303255136,-23.699804515144844],[113.83910380476415,-23.699804515144844],[113.83910380476415,-23.697555230934828],[113.83666303255136,-23.697555230934828],[113.83666303255136,-23.699804515144844]]]}"
