system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,4,0.967479674796748,0.4358974358974359,7,37,0.3148148148148148,0.7083333333333334,1292,17,
1,MODIS_Otsu,4,0.9526977087952697,0.36,6,58,0.23684210526315788,0.75,1271,18,
