system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,18,0.8915175995383727,0.8777633289986995,330,46,0.9670487106017192,0.8035714285714286,1740,1350,
1,MODIS_Otsu,18,0.8395845354875938,0.8046380885453268,535,21,0.9819897084048027,0.6815476190476191,1765,1145,
