system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,10,0.9498269896193772,0.938001068947087,228,4,0.9977259806708357,0.8850226928895613,2637,1755,
1,MODIS_Otsu,10,0.9679930795847751,0.9616778871051269,126,22,0.9882916444917509,0.9364599092284418,2619,1857,
