system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,5,0.9698720594304581,0.8944171246745733,252,113,0.9318866787221217,0.8598442714126807,10204,1546,
1,MODIS_Otsu,5,0.9467602146099876,0.8458044465694478,29,616,0.7417190775681342,0.9838709677419355,9701,1769,
