system:index,B1,B2,B3,B4,B5,B7,MNDWI,NDVI,analyst,date,dfoID,id,lat,lon,random,strata,validation,.geo
0,327.01385210837213,393.7292320228151,389.6913831737623,1502.7575881034822,1024.89012018741,577.4914239152574,-0.5840137681674544,0.5890726311420524,CW,06/08/2018,2395,0,44.06335153140939,5.527839660644531,0.054488047508290505,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.526455012376411,44.06236315419839],[5.52956528238998,44.06236315419839],[5.52956528238998,44.06461243842034],[5.526455012376411,44.06461243842034],[5.526455012376411,44.06236315419839]]]}"
1,387.4061087016702,524.9913260127341,726.4427424563993,1610.2382578204301,2017.5458152625265,1200.727876718649,-0.4982461059254975,0.37292251042916397,CW,06/08/2018,2395,1,44.07463706612052,5.939140319824219,0.3763578437677776,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.937433960270503,44.07359209524986],[5.940544820404402,44.07359209524986],[5.940544820404402,44.075841379471825],[5.937433960270503,44.075841379471825],[5.937433960270503,44.07359209524986]]]}"
10,607.8105999024551,853.5084945537309,1032.5529182246787,1654.7812550804758,2041.464436676963,1572.909811412779,-0.31124390726420414,0.22466299069291434,CW,06/08/2018,2395,10,44.13990290309046,5.961542129516602,0.38726276128049686,0,0,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.959890130362439,44.13871995334842],[5.963004419975753,44.13871995334842],[5.963004419975753,44.1409692375704],[5.959890130362439,44.1409692375704],[5.959890130362439,44.13871995334842]]]}"
100,673.3258394521907,872.238387921789,905.4000082501445,1100.727456480489,1093.2168137942422,763.3395759425795,-0.006028285891461562,-0.010185358106327633,CW,06/08/2018,2395,100,44.08585879701806,6.015443801879883,0.9899732789222995,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[6.013790464658555,44.08482103630134],[6.016901915256288,44.08482103630134],[6.016901915256288,44.0870703205233],[6.013790464658555,44.0870703205233],[6.013790464658555,44.08482103630134]]]}"
101,821.006606212302,905.7157687415379,547.7657872061056,161.53227196257853,44.433958393172205,22.827869188789965,0.6980397300989758,-0.5457425320095344,CW,06/08/2018,2395,101,44.81350585216505,5.921030044555664,0.1271251152184586,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.919447887859817,44.81245641643687],[5.922598344460821,44.81245641643687],[5.922598344460821,44.81470570065905],[5.919447887859817,44.81470570065905],[5.919447887859817,44.81245641643687]]]}"
102,811.4663279821175,888.967120503962,563.5571631782154,193.59032716927464,74.54387319650478,43.60503962609224,0.6655244184300318,-0.5252759274889695,CW,06/08/2018,2395,102,44.804615418709076,5.9209442138671875,0.5118462005302834,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.9194481327829305,44.8034732635957],[5.92259809875695,44.8034732635957],[5.92259809875695,44.80572254781787],[5.9194481327829305,44.80572254781787],[5.9194481327829305,44.8034732635957]]]}"
103,791.1335423701559,891.2752050168839,592.6604357613763,281.7824811062871,229.25643190223502,173.0917350056279,0.5993711154237272,-0.4630572235478391,CW,06/08/2018,2395,103,44.81125292674583,5.941200256347656,0.8411940833535745,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.9396600429940625,44.81021062822658],[5.942810376916733,44.81021062822658],[5.942810376916733,44.81245991244876],[5.9396600429940625,44.81245991244876],[5.9396600429940625,44.81021062822658]]]}"
104,958.3725235992381,1191.4161568691006,720.531783008548,187.86707450471988,71.80123971964507,48.768221042823015,0.7342874254286995,-0.598168712512124,CW,06/08/2018,2395,104,44.346501567677784,5.8536529541015625,0.6981440748767457,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.8520868266133075,44.345332468695545],[5.85521207297166,44.345332468695545],[5.85521207297166,44.347581752917584],[5.8520868266133075,44.347581752917584],[5.8520868266133075,44.345332468695545]]]}"
105,949.4986626064764,1198.4835603473102,800.0596271758362,425.15731862886275,369.29204559483134,290.35002674787034,0.5739586741661299,-0.45697139918994256,CW,06/08/2018,2395,105,44.34644018791789,5.858116149902344,0.7142819489966982,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.856578403033904,44.34533246869554],[5.859703649392257,44.34533246869554],[5.859703649392257,44.347581752917584],[5.856578403033904,44.347581752917584],[5.856578403033904,44.34533246869554]]]}"
106,793.7504319524251,861.2112749628319,523.3945835174994,143.90649736810386,41.06123679029211,26.491662313657738,0.7119006592342421,-0.5642526673595086,CW,06/08/2018,2395,106,44.813749406398294,5.923347473144531,0.7516724387909982,1,1,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[5.9216936760701175,44.81245641643687],[5.9248441326711205,44.81245641643687],[5.9248441326711205,44.81470570065905],[5.9216936760701175,44.81470570065905],[5.9216936760701175,44.81245641643687]]]}"
