system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,1,0.9852550869949868,0.9502982107355864,66,34,0.9656565656565657,0.9354207436399217,5726,956,
1,MODIS_Otsu,1,0.8347095252138013,0.642879898056706,13,1108,0.47661785545583374,0.987279843444227,4652,1009,
