system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,14,0.8253366453131128,0.8498032602585721,2614,58,0.9923854535906524,0.7430453160326355,5067,7559,
1,MODIS_Otsu,14,0.8578245522290495,0.8815294950705377,2081,94,0.9885169802101148,0.7954389069104493,5031,8092,
