system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,3,0.9829832491358681,0.0,62,2,0.0,0.0,3697,0,
1,MODIS_Otsu,3,0.9829832491358681,0.0,62,2,0.0,0.0,3697,0,
2,Landsat,3,0.9829832491358681,0.0,62,2,0.0,0.0,3697,0,
