system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,18,0.8915175995383727,0.8777633289986995,330,46,0.9670487106017192,0.8035714285714286,1740,1350,
1,MODIS_Otsu,18,0.8349682631275245,0.7949820788530466,571,1,0.9990990990990991,0.6601190476190476,1785,1109,
