system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,14,0.8253366453131128,0.8498032602585721,2614,58,0.9923854535906524,0.7430453160326355,5067,7559,
1,MODIS_Otsu,14,0.5981827689894104,0.5673868674783589,6142,5,0.9987611496531219,0.39624496215472327,5120,4031,
