system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,13,0.9741879974187997,0.9112426035502958,111,129,0.9052167523879501,0.91734921816828,7826,1232,
1,MODIS_Otsu,13,0.9490212949021295,0.8472938144329897,28,446,0.7467348097671778,0.9791511541325391,7509,1315,
