system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,19,0.9749580851139729,0.4334140435835351,1273,131,0.8038922155688623,0.29668508287292816,54125,537,
1,MODIS_Otsu,19,0.962098241358399,0.5178125709099161,669,1456,0.4393530997304582,0.6303867403314917,52800,1141,
