system:index,Flood Algorithm,Flood ID,accuracy,fMeasure,fn,fp,precision,recall,tn,tp,.geo
0,MODIS,4,0.967479674796748,0.4358974358974359,7,37,0.3148148148148148,0.7083333333333334,1292,17,
1,MODIS_Otsu,4,0.9874353288987435,0.564102564102564,13,4,0.7333333333333333,0.4583333333333333,1325,11,
